id,username,full_text,created_at,tweet_url
0,Mcoplin1,I can't see a war between two countries. Israel and Palestine. as some people call it.  What I see is two country destroying its way of living.  its infrastructure. and cowardly killing innocent people from a distance. without any mercy..,Tue Oct 24 15:13:39 +0000 2023,https://twitter.com/Mcoplin1/status/1716835350671442293
4,Etown307,@DrLoupis You seemed fine when it was just palestine bombing and invading Israel🤷🏻‍♂️ completely silent when all that was happening…,Tue Oct 24 15:13:39 +0000 2023,https://twitter.com/Etown307/status/1716835348594962908
7,BreadBandith,How it feels retweeting your nugu fav's comeback amidst the Palestine and Israel situation: https://t.co/vgdsIlNFIt,Tue Oct 24 15:13:38 +0000 2023,https://twitter.com/BreadBandith/status/1716835348150690111
13,AfricaisBlack,I'm still waiting for the DA leader. John Steenhuisen. to post his pictures next to the destroyed buildings in Palestine urging countries to put pressure on peace and end Apartheid and the killing of children by the state of Israel. #PalestineUnderAttack. #palestine🇯🇴.… https://t.co/11kMRx0v3e,Tue Oct 24 15:13:37 +0000 2023,https://twitter.com/AfricaisBlack/status/1716835342551310844
14,Dum01150587,@jjhawktree @Rfc1872I @Sirloum @SkyNews You guys killed 3.000.000 civilians in the past 2 decades just for oil… if anyone is evil it’s neither Israel or Palestine! It’s you,Tue Oct 24 15:13:37 +0000 2023,https://twitter.com/Dum01150587/status/1716835341754405002
20,PalestineTrs,@AlexJor03960175 I don't know how to tell you this. Alex. but even the beach is being shelled in Gaza. and it's not something new. Massacres have occurred on the Gaza beach over the past twenty years due to Israeli airstrikes.,Tue Oct 24 15:13:36 +0000 2023,https://twitter.com/PalestineTrs/status/1716835336360247673
21,TonyWil37771834,@Whiskyfett2 @MartinDaubney I have no concept of a human being condoning what Hamas/Palestine did.,Tue Oct 24 15:13:35 +0000 2023,https://twitter.com/TonyWil37771834/status/1716835335743893949
24,meerastew99,“So scary hamas🥺🥺 help us🥺🥺🥺  🤮”  #Thalapathy68 #Gaza #Hamas  #VisitIsrael #AlQassam,Tue Oct 24 15:13:35 +0000 2023,https://twitter.com/meerastew99/status/1716835334288552158
26,HosainShah5217,@RishiSunak You are killing innocent children and women in Palestine,Tue Oct 24 15:13:35 +0000 2023,https://twitter.com/HosainShah5217/status/1716835333466407271
28,fazila_urooj,@IranObserver0 Israel will vanish from the map of the world if they will not stop their terrorism in Palestine,Tue Oct 24 15:13:35 +0000 2023,https://twitter.com/fazila_urooj/status/1716835332036166098
30,HolyroodDaily,Scottish Labour's @AnasSarwar called for a peace process and a two state solution that offers peace. freedom and security to the people of Israel and peace. freedom and security to the people of Palestine.  It may feel so far away but I still believe in the cause of peace. https://t.co/YIzlCYdq46,Tue Oct 24 15:13:34 +0000 2023,https://twitter.com/HolyroodDaily/status/1716835329875825088
31,Mike_Sacramento,@POTUS Hamas are NOT terrorists. They did not overthrow any government using violence. they did not blow up any buildings. LEARN US LAW before you talk. Israel overthrew Palestine's government using violence. Israel blows up buildings. ISRAEL ARE THE TERRORISTS. WAKE UP,Tue Oct 24 15:13:34 +0000 2023,https://twitter.com/Mike_Sacramento/status/1716835329662144573
32,MotunwadeStore,@caitoz The only solution is for the Europeans that came to Palestine 🇵🇸 for refuge Bcos of Hitler’s war to return to Europe where they came from. case closed. The Palestinians will be able once again live in peace. And the illegal settlers will resettle peacefully in Europe and US.,Tue Oct 24 15:13:33 +0000 2023,https://twitter.com/MotunwadeStore/status/1716835325673361481
33,Hiding2nowt,@lisanandy So how many more days/weeks are you going to allow this genocide while mouthing pitiful platitudes from the sidelines and egging on the wanton brutality?  Immediate ceasefire. End the siege. Investigate war crimes. Recognise Palestine &amp  Palestinian rights.,Tue Oct 24 15:13:33 +0000 2023,https://twitter.com/Hiding2nowt/status/1716835325493002741
36,BonnickMark,@giladts_ @2605stevep @SalomonSoup Funny if you do a little research you’ll see a coin with Palestine on it. You didn’t have an America You didn’t have an Australia You didn’t have an Israel till May 1948  Whats your point,Tue Oct 24 15:13:32 +0000 2023,https://twitter.com/BonnickMark/status/1716835322741567812
38,RonaldKellar4,@FoxNews Israel make a parking lot out of Palestine,Tue Oct 24 15:13:32 +0000 2023,https://twitter.com/RonaldKellar4/status/1716835321642676274
41,thejjalvarez,@KimIversenShow It’s not Israel vs Palestine.   It’s Israel va Hamas.   The fact that the “pro-Palestine” side keeps conflating Hamas/Palestine is telling.,Tue Oct 24 15:13:31 +0000 2023,https://twitter.com/thejjalvarez/status/1716835317037277429
42,ElRucioDos,Francine Miller of South Royalton Vt. cites “the illegal occupation of Palestine by Israel” as “the root cause of this conflict.” She thus makes clear that the root cause is in fact the refusal by the Arabs since 1947 to accept the Jewish state. https://t.co/rRZ85xW7na,Tue Oct 24 15:13:31 +0000 2023,https://twitter.com/ElRucioDos/status/1716835316429189575
43,MsCreepyLee,@zisankocyigit @TreyYingst Oh I get it only Israel has to follow rules but Palestinians can do whatever they want??? See that’s kinda how they got to be such a poor and pathetic land. If anyone believed what you said all Arab countries would come to the aid of Palestine a long long time ago.,Tue Oct 24 15:13:31 +0000 2023,https://twitter.com/MsCreepyLee/status/1716835316240125974
48,Justa18874,@gatewaypundit Because “civilians” in Palestine support find house feed and supply Hamas.,Tue Oct 24 15:13:28 +0000 2023,https://twitter.com/Justa18874/status/1716835304886153580
50,hun_trader,@Timcast No coverage of ethnic cleansing in Nagorno-Karabakh.  Why not!?  Because the media doesn't want us to focus on anything but the Israel/Palestine conflict. so don't pay any attention to the man under that curtain (Wizard of Oz reference)! https://t.co/Pi95nl3Ri9,Tue Oct 24 15:13:28 +0000 2023,https://twitter.com/hun_trader/status/1716835302830952486
60,JimMichie2,@giladerdan1 Gilad Erdan. Zionist Israel's continued flagrant omission &amp  denial of terrorism. racism. genicide. ethnic cleansing. land theft. brutal illegal military occupation of Palestine's Gaza. West Bank. East Jerusalem. Zionism  is not Judaism. Zionism employs Nazi pogroms in Palestine!,Tue Oct 24 15:13:25 +0000 2023,https://twitter.com/JimMichie2/status/1716835293687685150
62,PaulCadden1,@DouglasKMurray @SuellaBraverman @RobertJenrick I'm sorry I much have missed him saying anything about Hamas? Supporting Palestine and preparing to fight the enemy is fine as Israel has certainly made themselves the enemy for those people. You're sounding rather a tad racist there @DouglasKMurray,Tue Oct 24 15:13:25 +0000 2023,https://twitter.com/PaulCadden1/status/1716835290642542952
63,HosainShah5217,@JoeBiden You are killing innocent children and women in Palestine,Tue Oct 24 15:13:24 +0000 2023,https://twitter.com/HosainShah5217/status/1716835287643619630
65,arabnews,@antonioguterres @UN #LIVE: #Israel's Eli Cohen at #UNSC - We call for the immediate and unconditional release of all #Hamas hostages #Palestine #Gaza https://t.co/IflBrUiNrU https://t.co/PzEWmbdrn6,Tue Oct 24 15:13:23 +0000 2023,https://twitter.com/arabnews/status/1716835284338254272
67,ahfirncw,@vegilasagna If you are meaning Hamas  ..the violent arm of the Muslim brotherhood who in 2007 overthrew the murdered 200+ Palestine Government national army and took control of Gaza and is supported by Russia ...... Why would we do that? Hamas is Russia and has held Gaza hostage since 2007,Tue Oct 24 15:13:23 +0000 2023,https://twitter.com/ahfirncw/status/1716835281624850477
68,sathiyamnews,#SathiyamExclusive | காஸாவில் இதுவே கடைசி ஆட்டம்... இரவோடு இரவாக தரைவழியே நுழைந்த இஸ்ரேல்! அடுத்து காத்திருக்கும் அதிர்ச்சி  Watch &gt  https://t.co/vZJw1xzZVv  #Gaza | #IsraelPalestineConflict | #Israel | #Palestine |  #INDIA | #SatiyamNews,Tue Oct 24 15:13:23 +0000 2023,https://twitter.com/sathiyamnews/status/1716835281482174478
73,peteralipman,3 Key Insights for Building a Powerful and Loving Movement Against Oppression in Palestine-Israel https://t.co/agj9MJJc8I,Tue Oct 24 15:13:20 +0000 2023,https://twitter.com/peteralipman/status/1716835269628797149
74,mingistarz,To reiterate I dont think we should do any donation collections for this comeback considering the situation in Palestine. I don't think it's right to be spending thousands of dollars to do ok on the charts while people are dying and suffering from the lack of nesscities,Tue Oct 24 15:13:19 +0000 2023,https://twitter.com/mingistarz/status/1716835264688230817
76,ibrooart,Israel is murdering Palestinians in the West Bank where there is NO HAMAS,Tue Oct 24 15:13:18 +0000 2023,https://twitter.com/ibrooart/status/1716835262242889944
78,MRrEXxXE,@Sun_in_Water @visegrad24 Show me a map before 1947 in which the land is named Israel and not Palestine or Palestina.,Tue Oct 24 15:13:18 +0000 2023,https://twitter.com/MRrEXxXE/status/1716835261580275916
80,CluckAbout,#israel #palestine https://t.co/CqIT0DJ0NL,Tue Oct 24 15:13:17 +0000 2023,https://twitter.com/CluckAbout/status/1716835259634127155
82,hoss_mahmoud,@GalGadot Tell your people to get out of Palestine and return the stolen Palestinian land. well actually it is a matter of time till the end of your fake state. it is doomed to end,Tue Oct 24 15:13:17 +0000 2023,https://twitter.com/hoss_mahmoud/status/1716835257021063289
85,TheFitzburgh,@jacksonhinklle You've had years to try and change things in Palestine. Why wait until after their terrorist rulers attacked innocent people in Israel??? Did Hamas send warnings before they attacked?? No!! They committed atrocities!!! Don't start none. there won't be none is a saying in the US…,Tue Oct 24 15:13:15 +0000 2023,https://twitter.com/TheFitzburgh/status/1716835251173937275
90,vinni_correa,@David_Fohrer Be human. stand with Israel  Israel being human with a Palestine 3 years old child https://t.co/NEaIBpMVrs,Tue Oct 24 15:13:12 +0000 2023,https://twitter.com/vinni_correa/status/1716835238264070560
91,Eightiesbabyy1,@charliekirk11 @TPUSA there is no narrative..he story is an easy read..70yrs ago an Area known as Palestine was invaded by U.S and British forces to push Palestinians and Jews already living in the area back to give most of the land to zionist Israel  (European descendant Israelite's,Tue Oct 24 15:13:12 +0000 2023,https://twitter.com/Eightiesbabyy1/status/1716835237097767388
98,ElonPayMyBills,@JoeBiden Why are you still sending money to Ukraine. Israel. and Palestine? What's your real agenda? When are you going to actually do some work at the White House? You have been spitting in our faces for decades. Please go away  I voted for you and deeply regret it.,Tue Oct 24 15:13:10 +0000 2023,https://twitter.com/ElonPayMyBills/status/1716835227786723711
103,arab_leb2,The vast majority of Palestinians don't want support from LGBTQ people and if they see LGBTQ members in a pro palestine protest they would kick them out and beat them,Tue Oct 24 15:13:08 +0000 2023,https://twitter.com/arab_leb2/status/1716835220903878781
108,scksgrypr,Nick Fuentes raises concerns over Israel-Palestine conflict. citing possible WW3 trigger.  Watch more https://t.co/cftcUxCT6X https://t.co/EzPW4fPfxN #GazaBombing #GazaGenocide #Israel #Palestine #WW3 https://t.co/WXbi98bJji,Tue Oct 24 15:13:07 +0000 2023,https://twitter.com/scksgrypr/status/1716835217619792210
110,brad42590,@forrestwight @itsmorganariel This ^ there is no such thing as Palestine. This myth that their land is being occupied by Israel is a gigantic lie. Israel has always been there. before Christ was born and now. Sorry “Palestinians” I don’t know what to tell you.,Tue Oct 24 15:13:07 +0000 2023,https://twitter.com/brad42590/status/1716835215803564145
116,almotasem81,My daughter asks her teacher in 🇩🇪 school. why are demonstrations for #Palestine prohibited. She says because it would be like allowing Nazis to demonstrate 🤷🏻‍♂️  Why don’t you allow jewish anti- Israel demonstrations? @benmauk in a brave 🇩🇪✡️ https://t.co/tmwc9i3EfS,Tue Oct 24 15:13:05 +0000 2023,https://twitter.com/almotasem81/status/1716835207150760055
121,KINGLORDBOT,The US should treat Israel and Palestine like Hiroshima and Nagasaki. Problem solved.,Tue Oct 24 15:13:03 +0000 2023,https://twitter.com/KINGLORDBOT/status/1716835198619496626
123,Crof,UPDATING LIVE: Security Council meets on Israel-Palestine as Gaza crisis deepens https://t.co/udkwPxqlBK,Tue Oct 24 15:13:02 +0000 2023,https://twitter.com/Crof/status/1716835197063471336
125,Shammalah68,FYİ. people in Gaza. left their homes and are staying in the streets day &amp  night to avoid sudden bombardment of their houses.. simply bcz lsrael deliberately target civilians to terrorize &amp  kill. #Gaza_Genocide #Palestine #Gaza #GazaWar https://t.co/U4btJKVNaR,Tue Oct 24 15:13:01 +0000 2023,https://twitter.com/Shammalah68/status/1716835193078825026
128,eman1351995,@CNN Israeli soldiers committed Thier crimes towards Palestine and laughing about killing innocent people then when the they tried to try to recover their stolen land and take revenge of their families who killed u call them Terrorist https://t.co/PZFm2kG6Wr,Tue Oct 24 15:13:01 +0000 2023,https://twitter.com/eman1351995/status/1716835191610646863
129,syedali07694404,Curses for Israel Freedom for palestine,Tue Oct 24 15:13:01 +0000 2023,https://twitter.com/syedali07694404/status/1716835191321452548
132,SeeleyEttinger,@richimedhurst Israel existed for hours before every nation bordering them. including Palestine. attacked them and swore to eliminate them from existence.   You can lie to yourself. but we know history.,Tue Oct 24 15:13:01 +0000 2023,https://twitter.com/SeeleyEttinger/status/1716835189622538594
133,cnyt_yvz,@jacksonhinklle ISIS beheaded Muslims and stormed Islamic countries.   @Israel has been ripping up children and storming not only #Gaza but the whole #Palestine for decades as well.   ISRAEL=ISIS #GenocideinGaza,Tue Oct 24 15:13:01 +0000 2023,https://twitter.com/cnyt_yvz/status/1716835189538914306
135,DougMayaka,The supposedly invincible Israel soldiers relies on air force to bombard. Syria Iraq Lebanon and Palestine (Gaza) cause there armies are nothing but TikTok warriors,Tue Oct 24 15:13:00 +0000 2023,https://twitter.com/DougMayaka/status/1716835188531970175
137,osdesignsco2,@piersmorgan What Hamas did would be condemned if Israel had been condemned for decades. Your blatant silence about Israel’s crimes is the reason for the emergence of resistance like Hamas. You support the resistance in Ukraine but do not support it in Palestine. You have a double standard.,Tue Oct 24 15:12:59 +0000 2023,https://twitter.com/osdesignsco2/status/1716835184019124568
138,Velli_Brandon,West Bank. Gaza. Tel Aviv belong to the Palestine 🇵🇸. I stand with the Palestinians ✊✊✊ #FreePalestine #FreeGaza  #Freethechildren https://t.co/1gunv4VqXe,Tue Oct 24 15:12:59 +0000 2023,https://twitter.com/Velli_Brandon/status/1716835183717155269
139,mohamedmansour,If you are curious. watch this documentary (from 2019) to understand more about how people in Gaza Palestine live.   Gaza. fights for freedom. https://t.co/QAqMRHu0wo,Tue Oct 24 15:12:59 +0000 2023,https://twitter.com/mohamedmansour/status/1716835183335440404
140,eactnowuk,@Frankyspence @joan_ant192 @bestqueenliz @SpiritofHo @NikiSubutai without JUSTICE for the Palestinian people. there can BE no peace without giving their land &amp  homes back. there can BE no peace whilst Israel is ILLEGALLY OCCUPYING the majority of Palestine. there can BE no peace without FULL FREEDOM &amp  EQUAL RIGHTS for Palestinians.  To suggest,Tue Oct 24 15:12:59 +0000 2023,https://twitter.com/eactnowuk/status/1716835180860907632
141,m88660092,@giladerdan1 @Ostrov_A @UN Israel is illegal immoral state. Israel is terrorist state. Israel is occupier. Israel is murdering owners of the land of Palestine. All honest justice loving people of the all nations stand with Palestinian people. I condemn Israeli state army government and officials.,Tue Oct 24 15:12:58 +0000 2023,https://twitter.com/m88660092/status/1716835179694862523
143,Lackeynumber1,I’m tired of all the posturing on the Israel-Palestine debate. People are f**king dying over some land and these people all need to live somewhere. If you don’t say all violence is terrible. then you can’t say shit about anything. Loss of human life is the greatest crime of all.,Tue Oct 24 15:12:57 +0000 2023,https://twitter.com/Lackeynumber1/status/1716835173398909380
151,shumiey,@RiderBnb @MarioNawfal Root cause : Israel take land owned by Palestinian in 1948! That start the problems. If Israel take Texas no problem in Palestine...simple as that for wise people who got brain!,Tue Oct 24 15:12:52 +0000 2023,https://twitter.com/shumiey/status/1716835151584567673
153,watan_parasti,#WATCH | Hollywood actor Jason Statham challenges the police and installs the Palestinian flag on his car.  #JasonStatham #Gaza_Genocide #Gaza #Hamas #Israel #Palestine #غزة_تستغيث https://t.co/urMkexnBZ5,Tue Oct 24 15:12:51 +0000 2023,https://twitter.com/watan_parasti/status/1716835150150185374
156,nohotwar,#ZionismIsNazism #ZionistsAreNazis #FreePalestine #Palestine #Gaza #Israel https://t.co/i7coiGUzxD,Tue Oct 24 15:12:50 +0000 2023,https://twitter.com/nohotwar/status/1716835144613429555
158,imAdityaRathore,Reports that today in Jerusalem Israeli police shut down access for Muslims to al-Aqsa mosque.  #IsraelAttack #Hamas #Palestine #Gazabombing #GazaUnderAttack #Gaza #Israel #GazaCity #GazaUnderAttack #WestBank #IsraelGazaWar https://t.co/PtnJexfcEb,Tue Oct 24 15:12:49 +0000 2023,https://twitter.com/imAdityaRathore/status/1716835141010723191
162,mhammaad123,#Gaza #Palestine #FreePalestineHomeland https://t.co/wsonLWc4lx,Tue Oct 24 15:12:48 +0000 2023,https://twitter.com/mhammaad123/status/1716835137067876378
163,NewsCentralTV,Join our discussion today at 5:00 p.m. WAT on #OneSlot  📌Raising Awareness About Polio  📌African Countries Reaction To Israel-Palestine War  Watch LIVE: 📺:DSTV CH 422. Startimes CH 247. AVO CH 23  Subscribe 📲: https://t.co/rJcgTPI2M9  #NewsCentralTV #AfricaFirst #Africa #Gaza https://t.co/5vvokmmi3n,Tue Oct 24 15:12:47 +0000 2023,https://twitter.com/NewsCentralTV/status/1716835134014693519
168,SpinoHawk097,I don't believe or trust jack shit about the Israel vs. Palestine situation rn.,Tue Oct 24 15:12:46 +0000 2023,https://twitter.com/SpinoHawk097/status/1716835127282532360
170,onestevielovell,@LauraPidcock A shower of shite that 99% of the UK would like to see leave this country. If only people like you cared as much about your own people and constituents as you do about Hamass &amp   Palestine. Your friends keep shouting Jihad and soon the rest of the population will be  Crusade!,Tue Oct 24 15:12:45 +0000 2023,https://twitter.com/onestevielovell/status/1716835122606182436
172,BeudotEzra,@cheryljune @politicalelle I see a lot of people protesting for a free Palestine and an end to the occupation. ethnic cleansing. and aggression of Israel. Very few people going out with Hamas flags or headbands.,Tue Oct 24 15:12:44 +0000 2023,https://twitter.com/BeudotEzra/status/1716835120781602930
173,care_crisis,私は米国がイスラム組織の指導者達を次々に暗殺した時は.本当に驚いたし.本当に米国に恐怖した. 対話は出来なかったか? 米国には否はなかったか? 米国は絶対的な正義か?  殺しても解決しないし. 被害者は戻ってこない.  ハマスの情状酌量を考えて欲しい #Hamas/#USA/Pres.#Biden /#Israel/#Palestine,Tue Oct 24 15:12:43 +0000 2023,https://twitter.com/care_crisis/status/1716835117505953799
176,SentinelColo,Israeli-Gaza war resolution conflict erupts at Aurora City Hall as hundreds protest  Fiery crowd confronts Aurora City Council over Israel-Palestine resolution: ‘I hope you feel our collective sorrow’   https://t.co/MBvPq86dK1   #COpolitics #IsraeliGazaWar #NoPaywall https://t.co/hL45kef4b7,Tue Oct 24 15:12:43 +0000 2023,https://twitter.com/SentinelColo/status/1716835115534262403
178,JacyBrean,The only solution for genuine peace and security. not just for Israel and Palestine. but for the entire inhabited earth.,Tue Oct 24 15:12:42 +0000 2023,https://twitter.com/JacyBrean/status/1716835113567396339
182,USSOtusSon,@visegrad24 Live and let live. I believe.  But how will Queers for Palestine fare if it visits the people of Gaza?,Tue Oct 24 15:12:42 +0000 2023,https://twitter.com/USSOtusSon/status/1716835109674868803
188,MizterZen_RB,@hwjhsswr @HilzFuld if being called a terrorist state means killing. Palestine Hamas is also a terrorist,Tue Oct 24 15:12:39 +0000 2023,https://twitter.com/MizterZen_RB/status/1716835097792696711
190,SadiqueChowdhu2,Boycot for Israel product  And support for Palestine https://t.co/SukBpte2uF,Tue Oct 24 15:12:38 +0000 2023,https://twitter.com/SadiqueChowdhu2/status/1716835095322206544
192,OP1Ahmd,@barronjohn165 @KN517133641710 @suxesstrading @jacksonhinklle Exactly. we support Palestine and this is the basis. and Israel is much more terrorist than Hamas. if Hamas is considered terrorists.,Tue Oct 24 15:12:38 +0000 2023,https://twitter.com/OP1Ahmd/status/1716835093027717436
196,adnanmlika,@GunterFehlinger This’s 1 of most falsely &amp  biased tweets I’ve ever read! Israel has committed. &amp  is committing #genocide in #Gaza &amp  #Palestine! 1000s &amp  millions of 🇮🇱s do not think that 🇮🇱 is a market democracy! They oppose their gov. + the warmongering Netanyahu. &amp  the #Gaza_Genocide Don’t #LIE,Tue Oct 24 15:12:36 +0000 2023,https://twitter.com/adnanmlika/status/1716835087596101674
203,_adnan_hamid_,Two weeks ago I caught a CPI-M cadre(Don't know his name) saying that HAMAS is RSS of Palestine...,Tue Oct 24 15:12:34 +0000 2023,https://twitter.com/_adnan_hamid_/status/1716835077135708657
204,BMac5hdcp,@POTUS @JeriLRyan Palestinians have been offer a 2 State Solution 5X throughout history and every-time they say No. Solution:  Tell all Palestinians immigrants they are being sent back to Palestine for security reasons. Then you’ll see a quick end to Hamas and the threat of deportation removed. https://t.co/fBGenWruV1,Tue Oct 24 15:12:34 +0000 2023,https://twitter.com/BMac5hdcp/status/1716835076796043524
205,SocialistVoice,Freedom for the one who thinks differently  A group of Jewish artists. writers. and scholars in Germany have written an open letter to condemn the country’s disturbing crackdown on civic life in the wake of the horrifying violence in Israel and Palestine  https://t.co/GogvQm3KXK,Tue Oct 24 15:12:34 +0000 2023,https://twitter.com/SocialistVoice/status/1716835076397543862
207,sapphicmoongirl,Ya اللہ protect palestine and its people,Tue Oct 24 15:12:33 +0000 2023,https://twitter.com/sapphicmoongirl/status/1716835074023530910
210,DanielP67763796,@Israel @DavidSaranga Give that land back to Palestine,Tue Oct 24 15:12:32 +0000 2023,https://twitter.com/DanielP67763796/status/1716835069271343410
215,almotasem81,I lived all my youth in #Syria. I know how repression looks like and I am seeing parallels in #Germany when it comes to #Israel &amp  #Palestine   This is a personal experience and observations. 🧵🤐 https://t.co/Ggf0MPbp0n,Tue Oct 24 15:12:30 +0000 2023,https://twitter.com/almotasem81/status/1716835061243486578
227,Puggersxdd,@alluringrep @missreputati0n @peaaachesxx What part doesn't make sense? They could have kept the borders if Palestine didn't get their epic arab coalition to try and wipe Israel out lmfao.,Tue Oct 24 15:12:25 +0000 2023,https://twitter.com/Puggersxdd/status/1716835038762074392
228,RaoteHimanshu,@CestMoiz People of Gaza Palestine &amp  entire Arab world doesn't give a fcuk about what these Pakis do &amp  dedicate.  But these hutiyas are always doing  Yeh Islam ki jeet hai Yeh Gaza ki jeet hai. Saudis ne toh entry band karwa di hain Kaaba mein  in paakitmariyon ki .,Tue Oct 24 15:12:24 +0000 2023,https://twitter.com/RaoteHimanshu/status/1716835038044815754
230,Muslim_akhee,@t1tann1 @Assimalhakeem When religious group retaliate in defense of thier territory it is called islamic terrorism. according to myopic Christians like you. and the Western capitalist. Palestine have been a Muslim country for many years before Jews as a refuges came to the land they were offered.......,Tue Oct 24 15:12:24 +0000 2023,https://twitter.com/Muslim_akhee/status/1716835037025321057
233,abdelmage96419,Israel has occupied Palestine since 1949. Gaza is A part of Palestine . They always steal the land of Palestinian. demolish their homes .kills them and kidnap mor than 7000 Palestinians. Palestine have right to resist the terrorist Israeli occupation to give their land back,Tue Oct 24 15:12:24 +0000 2023,https://twitter.com/abdelmage96419/status/1716835034311823429
234,SabaAhm670,#Gaza_Genocide why world is quite on Gaza attack Israil has nos authroity to occu py the Palestine and bombarment leave Palestine. .. Terrorist Israel go America this is not country  Palestine gave you shelter and   you are targetinh them shame on you  ungrateful ful nation.,Tue Oct 24 15:12:23 +0000 2023,https://twitter.com/SabaAhm670/status/1716835031149322727
235,fresh2death408,@MrAndyNgo all they do is cry for Palestine. they wont fight. thats why its a joke. Israel still putting a foot up palestinians ass,Tue Oct 24 15:12:23 +0000 2023,https://twitter.com/fresh2death408/status/1716835030042116491
236,Mstoh17,@biberacher @Sprinter99800 killing of humans in Palestine since 75 years Hamas just founded before last years Is there another justification for murdering millions of civilians ?  israel only big group of blood lover. killer. this is fact.,Tue Oct 24 15:12:22 +0000 2023,https://twitter.com/Mstoh17/status/1716835027663909143
238,cmarkn,@LudwigNverMises The biggest limitation to the two-state solution is the refusal of people to accept that the two states were established in 1948 and they are Israel and Jordan. There is no “Palestine” and there are no Palestinians. only Jordanians occupying what should be Israel.,Tue Oct 24 15:12:22 +0000 2023,https://twitter.com/cmarkn/status/1716835026002723080
240,agustdloveclub,@hyyhyoonkk i noticed the same thing !!! theres a lot of news about hamas and israel but barely any about palestine,Tue Oct 24 15:12:21 +0000 2023,https://twitter.com/agustdloveclub/status/1716835022500725014
243,ChaseK1987,@toyinariyo66 To be fair it was Palestine on the old maps of the 20th century and before. Israel has essentially had a military occupation for 75 years and keeps taking more and more.  Everyone thinks we should support Israel because of the bible. Two very different Israels I'm pretty sure.,Tue Oct 24 15:12:20 +0000 2023,https://twitter.com/ChaseK1987/status/1716835019031740663
244,celinjo1,@SuhaibMahmoud94 @Willydawildcat @Exogynous @Rana_kamran43 @MarioNawfal What's you solution then? Israel isn't going anywhere..and Palestine isn't going anywhere..so why not make kick out Hamas and make peace ?why does civilians have to die from both side because of politics?,Tue Oct 24 15:12:20 +0000 2023,https://twitter.com/celinjo1/status/1716835018511991218
245,tantsmaven,@tomaspueyo Isn't Jordan. created from British Mandate Palestine. a majority Palestinian state that is governed by minority government?,Tue Oct 24 15:12:20 +0000 2023,https://twitter.com/tantsmaven/status/1716835017777701259
250,JimMichie2,@giladerdan1 Zionist Israel's continued flagrant omission &amp  denial of terrorism. racism. genicide. ethnic cleansing. land theft. brutal illegal military occupation of Palestine's Gaza. West Bank. East Jerusalem. Zionism  is not Judaism. Zionism employs Nazi pogroms in Palestine!,Tue Oct 24 15:12:18 +0000 2023,https://twitter.com/JimMichie2/status/1716835009611366912
251,Yokiiiiiiioooo,@CFCDUBois U mean Hamas from Palestine,Tue Oct 24 15:12:18 +0000 2023,https://twitter.com/Yokiiiiiiioooo/status/1716835009125101933
253,MissXeela,@FrankAmodeoJr @VildaRosenblad @OZZEY_H @chumpKodi @KimIversenShow Yes it is. If you understood context. You are no better. I’d even argue you are worse. Do you agree that Israel should use military against Palestine?,Tue Oct 24 15:12:16 +0000 2023,https://twitter.com/MissXeela/status/1716835004502978978
255,sumidubai2022,@assaultclip @ClownWorld_ There is no difference. what do you think the nationality of Hamas people? Aren’t they Palestine citizens?,Tue Oct 24 15:12:15 +0000 2023,https://twitter.com/sumidubai2022/status/1716835000279003265
256,saraa_262,@JoeBiden Hamas(Palestine has the right to defend itself)🇵🇸🌹 https://t.co/567tyM1yPx,Tue Oct 24 15:12:15 +0000 2023,https://twitter.com/saraa_262/status/1716834996265054608
257,Hassankhetran18,Hollywood actor #JasonStatham challenges the police and installs the Palestinian 🇵🇸 flag on his car. #Gaza #Hamas #Gaza_Genocide #Palestine #كتائب_القسام #اعصار_تيج #اعتذار_اسرائيل #غزة_تستغيث #مستشفى_القدس https://t.co/fBhbIzg8jf,Tue Oct 24 15:12:14 +0000 2023,https://twitter.com/Hassankhetran18/status/1716834995543970185
259,BotNews18,🚨 #BREAKING | #Israel |#Palestine | #Falasteen | #Lebanon | #Hezbollah |  |  #لبنان | #فلسطين  Channel 12:   Two anti-tank missiles and at least 10 mortar shells were fired from southern Lebanon,Tue Oct 24 15:12:13 +0000 2023,https://twitter.com/BotNews18/status/1716834991295111377
261,aliafshan970,Just listen to this! How oppressed people took refuge in Palestine. a country and state. when there was No Israel!!! @jacksonhinklle,Tue Oct 24 15:12:13 +0000 2023,https://twitter.com/aliafshan970/status/1716834990489539029
262,KMAli2017,@IAFsite Become humans and respect innocent lives of Palestenians. You have occupied them for 75 years and don’t they have the right to put up dome resistance? Free Palestine!,Tue Oct 24 15:12:12 +0000 2023,https://twitter.com/KMAli2017/status/1716834986609799281
263,dollydemarco,@DonnaPence5 how could you not be   The lack of enforcement of  immigration policies now for decades has created 'Syria in Minnesota ' NYC now having massive pro palestine and anti seminitic rallies after Israel's 9/11 and worse. invasion of the southern border! WTH WH @POTUS @GovRonDeSantis,Tue Oct 24 15:12:12 +0000 2023,https://twitter.com/dollydemarco/status/1716834986416808114
267,whereshansel,@FoxNews Here we go again. Please tell the DOD official to come forward with those fingerprints. Stop beating the war drums and tell Palestine to get rid of Hamas or face ongoing rocket launches at suspected Hamas activity. Oh well. They chose to be led by terrorists and the majority.,Tue Oct 24 15:12:11 +0000 2023,https://twitter.com/whereshansel/status/1716834982759731429
